order_item_id,order_id,product_id,quantity,unit_price,discount,tax_percent,final_price,warehouse,dispatch_status
79,23420,32734,3,33044.93,5,5,7842.25,Delhi,Pending
80,39422,20200,5,4620.15,15,18,41794.12,Mumbai,Dispatched
81,31279,9459,2,16309.27,15,18,39918.94,Delhi,Pending
82,36543,42159,1,8970.57,5,18,42466.98,Delhi,Dispatched
83,4499,48035,1,5155.79,15,12,4190.81,Delhi,Pending
84,2791,1448,4,2470.78,0,18,48624.67,Mumbai,Dispatched
85,44767,31031,1,20392.96,0,5,15794.17,Bangalore,Pending
86,17014,24704,4,45446.48,0,12,12823.01,Mumbai,Dispatched
87,13662,41976,3,42612.17,10,5,27589.35,Mumbai,Pending
88,41653,21982,5,10095.79,0,18,2051.09,Bangalore,Pending
89,27739,25514,3,8360.19,0,12,38104.83,Bangalore,Dispatched
90,16593,27262,2,10231.6,10,18,15620.71,Delhi,Dispatched
91,23795,16750,4,37906.22,5,5,41051.18,Mumbai,Dispatched
92,11053,22024,4,6928.61,0,18,29706.29,Delhi,Pending
93,25897,41939,1,38907.73,5,12,44177.97,Bangalore,Dispatched
94,20726,19896,4,15299.71,15,5,17673.11,Bangalore,Dispatched
95,24553,33929,3,19513.17,0,5,41071.3,Mumbai,Pending
96,36011,41128,2,1435.64,15,18,27289.79,Delhi,Pending
97,20801,41533,5,19153.81,15,12,21159.8,Delhi,Pending
98,5421,15137,1,19943.32,15,12,45648.67,Delhi,Pending
99,27448,1887,5,49773.5,10,18,23761.82,Mumbai,Dispatched
100,39152,49042,5,22673.58,0,18,47984.06,Mumbai,Pending
101,5261,35432,2,6306.6,5,12,16578.93,Bangalore,Pending
102,38782,47376,2,36472.6,5,18,9546.38,Bangalore,Pending
103,35427,28038,4,15678.59,10,5,26394.13,Bangalore,Pending
104,7668,25439,3,4345.75,15,18,31694.26,Delhi,Dispatched
105,35347,17895,1,42803.76,15,12,9840.61,Bangalore,Dispatched
106,7224,26568,1,12806.64,15,12,30070.9,Delhi,Pending
107,1891,26161,3,3387.72,10,12,40018.88,Bangalore,Pending
108,25227,25051,2,33814.87,5,12,23806.37,Bangalore,Dispatched
109,13084,48818,1,16038.91,0,5,47989.01,Bangalore,Pending
110,267,44276,4,15545.29,10,5,43167.46,Delhi,Dispatched
111,46748,29026,1,9009.84,5,5,25133.22,Bangalore,Pending
112,43350,9188,5,40804.11,10,18,6259.26,Mumbai,Pending
113,12585,20301,1,15597.67,15,12,5337.77,Bangalore,Pending
114,42308,16920,1,39629.9,5,18,34853.05,Delhi,Pending
115,28857,45294,4,7011.02,10,12,18521.76,Mumbai,Dispatched
116,19266,39775,5,21749.91,0,18,24122.01,Mumbai,Pending
117,13116,49285,2,34395.05,5,12,3007.29,Delhi,Pending
118,6775,3879,5,25814.96,15,18,19289.12,Delhi,Pending
119,7370,49263,5,44240.11,10,5,6046.53,Bangalore,Pending
120,45923,12212,4,35571.83,10,12,35720.12,Bangalore,Pending
121,40216,18791,1,23011.11,10,12,33015.31,Bangalore,Dispatched
122,30350,1898,5,14501.09,0,5,44351.09,Bangalore,Pending
123,40738,2718,5,35330.34,0,5,121.36,Mumbai,Dispatched
124,46979,6096,4,19917.52,0,12,26726.22,Bangalore,Dispatched
125,13296,42974,2,43168.19,0,12,40448.06,Mumbai,Pending
126,11832,9284,3,36723.79,5,18,5979.59,Delhi,Dispatched
127,33615,24950,3,3382.64,15,12,9468.95,Delhi,Pending
128,32424,26631,4,42523.88,5,18,49939.72,Mumbai,Dispatched
129,47690,12542,1,3809.17,0,5,21990.86,Bangalore,Pending
130,3131,48422,2,16470.45,0,5,48786.55,Delhi,Dispatched
131,483,17212,1,4419.48,5,5,44396.57,Mumbai,Pending
132,4535,4367,1,33050.22,0,12,22961.92,Delhi,Dispatched
133,37230,20140,3,22088.41,5,18,39221.04,Mumbai,Dispatched
134,30976,38814,2,25170.51,10,5,7333.36,Bangalore,Dispatched
135,20941,11045,4,24997.56,0,12,19516.42,Bangalore,Dispatched
136,29117,34134,5,39291.29,15,5,2586.26,Delhi,Dispatched
137,23315,24595,1,33040.98,5,18,45727.47,Mumbai,Dispatched
138,43751,27196,2,30051.06,15,5,1301.23,Bangalore,Pending
139,26590,35339,5,11648.5,0,18,11797.99,Mumbai,Pending
140,9035,48646,1,34446.24,0,12,16650.08,Bangalore,Dispatched
141,38591,30396,2,38596.67,10,5,36454.71,Bangalore,Dispatched
142,34066,20849,5,36391.2,10,18,17887.55,Delhi,Dispatched
143,13975,35907,3,24736.21,10,12,11931.61,Mumbai,Pending
144,41038,22792,2,6577.2,15,5,20923.02,Bangalore,Dispatched
145,33875,43182,1,2341.33,15,18,39854.08,Bangalore,Dispatched
146,2219,41940,4,38624.67,0,5,230.3,Delhi,Dispatched
147,47522,32174,2,21445.83,5,12,28560.47,Delhi,Dispatched
148,30407,7283,1,45965.66,0,5,41188.87,Bangalore,Dispatched
149,31940,4594,3,38287.55,15,18,23450.98,Mumbai,Pending
150,36304,6793,3,36132.77,5,18,16265.15,Mumbai,Dispatched
151,24509,25719,3,24772.95,15,5,10252.61,Bangalore,Pending
152,21049,48120,5,48316.22,10,18,48276.47,Delhi,Dispatched
153,42959,29689,2,39709.91,10,12,44587.56,Delhi,Dispatched
154,40581,16956,1,48999.12,15,18,22924.0,Delhi,Dispatched
155,259,12031,4,7868.29,0,12,27856.18,Bangalore,Pending
156,6575,6054,2,29841.08,15,12,33327.51,Bangalore,Pending
157,44836,6046,4,13742.01,10,12,6071.35,Mumbai,Pending
158,49653,14199,5,7593.47,5,12,45316.96,Delhi,Pending
159,34698,13030,1,8015.14,0,18,18280.18,Bangalore,Dispatched
160,18953,39561,4,35156.18,15,5,4209.51,Bangalore,Pending
161,28857,13287,3,21778.64,5,18,34402.97,Bangalore,Dispatched
162,524,11854,2,31652.11,0,18,17266.96,Mumbai,Dispatched
163,29025,19164,3,13698.35,10,18,2708.59,Mumbai,Pending
164,40551,32121,1,2650.01,10,12,47194.91,Mumbai,Dispatched
165,17714,3266,1,30904.95,5,18,44584.56,Bangalore,Dispatched
166,19381,14944,2,39453.7,10,18,24547.08,Mumbai,Pending
167,45545,30760,1,49414.26,0,12,27852.52,Delhi,Pending
168,27601,15127,1,27616.15,0,18,25339.5,Mumbai,Pending
169,43953,49344,5,35084.46,15,5,19186.76,Delhi,Dispatched
170,1587,1998,4,26337.75,15,12,46678.22,Delhi,Pending
171,12542,29532,1,31948.07,15,12,31898.08,Mumbai,Dispatched
172,42603,42177,1,29992.52,15,18,708.11,Mumbai,Pending
173,43494,3125,1,45862.0,0,5,32250.39,Mumbai,Dispatched
174,27451,35932,1,10547.55,10,12,2391.63,Bangalore,Dispatched
175,8804,49326,4,23177.88,10,5,29990.2,Bangalore,Pending
176,3683,5462,4,20711.18,0,18,3767.58,Bangalore,Dispatched
177,30144,44453,4,8386.39,15,18,105.75,Mumbai,Pending
178,12552,36622,4,16732.74,5,5,7265.83,Delhi,Pending
179,39714,36325,3,26779.13,10,5,19180.43,Mumbai,Pending
180,19562,5959,2,31741.17,15,18,23174.76,Delhi,Pending
181,12164,13507,4,5406.21,5,12,28702.59,Mumbai,Pending
182,816,14063,3,47617.19,5,5,20799.69,Mumbai,Dispatched
183,22311,44952,1,19459.02,5,5,29575.11,Bangalore,Dispatched
184,6912,8893,2,29984.95,10,18,34983.21,Mumbai,Pending
185,29476,47668,3,21928.58,5,12,10049.83,Bangalore,Pending
186,27959,21642,2,30812.32,0,5,45783.7,Bangalore,Pending
187,2058,3871,4,14823.0,10,12,17456.29,Mumbai,Dispatched
188,11010,10569,1,42861.07,5,18,14019.86,Mumbai,Dispatched
189,32061,4067,1,45673.24,15,12,1369.83,Mumbai,Pending
190,31772,31079,5,19073.75,15,12,38062.51,Mumbai,Dispatched
191,21764,25867,1,19134.93,15,12,35676.0,Bangalore,Dispatched
192,27394,24393,4,959.95,5,12,47498.98,Mumbai,Pending
193,39044,49626,4,4017.49,5,5,4123.59,Delhi,Dispatched
194,26960,4278,5,30178.03,5,5,40933.11,Delhi,Pending
195,32664,34286,1,13428.93,5,12,41035.48,Delhi,Pending
196,41004,17901,1,37552.76,15,12,32240.25,Bangalore,Pending
197,4019,44517,2,38189.84,0,12,39442.7,Delhi,Pending
198,29757,39566,4,18801.03,5,5,30697.03,Mumbai,Dispatched
199,31156,47188,3,42338.07,0,5,2783.89,Mumbai,Dispatched
200,23336,18835,4,10481.26,5,12,33716.67,Mumbai,Pending
201,27925,42774,1,44856.4,15,12,643.58,Mumbai,Dispatched
202,8446,26698,2,45730.13,5,5,12049.54,Mumbai,Pending
203,16823,43806,2,32475.93,0,18,33054.12,Mumbai,Pending
204,24333,45518,3,4028.82,15,12,37272.82,Mumbai,Pending
205,43016,35094,2,12010.05,5,12,30595.24,Delhi,Pending
206,9581,6191,5,41536.7,0,18,31949.7,Delhi,Pending
207,16816,39763,4,30758.47,15,18,13076.32,Mumbai,Pending
208,12088,25667,4,267.42,5,18,10527.14,Bangalore,Dispatched
209,17604,25361,4,43642.24,5,18,11313.48,Delhi,Pending
210,24201,11741,1,21953.33,0,12,39065.05,Delhi,Dispatched
211,24055,42094,5,36445.92,10,18,9635.42,Bangalore,Dispatched
212,30987,19157,5,41855.65,10,12,14699.35,Mumbai,Dispatched
213,33104,12877,2,42631.57,0,5,13894.65,Mumbai,Dispatched
214,33091,49683,4,46698.53,10,12,41337.33,Bangalore,Dispatched
215,47627,22573,5,23295.08,0,12,8081.7,Bangalore,Pending
216,46619,44427,1,18092.05,0,12,10571.48,Delhi,Dispatched
217,13024,25004,3,49731.6,15,5,40193.63,Mumbai,Dispatched
218,42120,24034,3,12204.79,10,5,33484.33,Bangalore,Pending
219,24353,25134,2,13812.55,0,18,5731.72,Delhi,Dispatched
220,653,37690,5,40595.47,15,12,21948.21,Delhi,Dispatched
221,9199,37847,5,36487.27,10,18,35315.42,Delhi,Dispatched
222,13988,21445,4,20955.06,15,5,14448.24,Delhi,Pending
223,15309,23185,5,37383.43,0,5,35783.35,Bangalore,Dispatched
224,20151,14875,2,13161.69,0,18,28289.67,Bangalore,Pending
225,27285,32575,3,7968.18,5,18,49920.52,Bangalore,Dispatched
226,8202,45566,1,28855.55,5,12,7842.89,Mumbai,Pending
227,19264,6999,2,36318.86,15,18,4597.18,Delhi,Pending
228,42773,38303,3,28572.97,10,18,37624.16,Bangalore,Pending
229,35465,18779,4,48582.07,0,5,13604.38,Delhi,Dispatched
230,4273,14443,4,44147.14,5,12,8567.58,Mumbai,Dispatched
231,12493,47997,5,41391.51,5,18,17387.04,Mumbai,Pending
232,3723,9771,4,9736.7,0,5,49429.13,Bangalore,Dispatched
233,49216,10133,2,45966.87,15,12,29522.2,Delhi,Pending
234,25784,6792,2,9273.05,0,12,40039.03,Mumbai,Dispatched
235,46490,13626,4,31291.23,10,12,19087.29,Mumbai,Dispatched
236,35592,13266,2,17501.54,0,18,45355.52,Bangalore,Pending
237,28948,26335,3,30229.82,15,18,25985.53,Mumbai,Pending
238,32612,14730,4,18513.33,0,18,44970.18,Delhi,Pending
239,11841,19922,2,30289.28,10,12,15350.17,Mumbai,Dispatched
240,46998,42658,1,22632.36,15,5,30709.14,Mumbai,Dispatched
241,49983,4245,4,27081.66,10,18,40208.82,Delhi,Pending
242,46208,37389,5,19691.64,5,12,39971.44,Bangalore,Pending
243,26620,15736,1,39099.96,10,5,48711.91,Mumbai,Pending
244,48207,49577,4,24823.02,0,18,42868.14,Bangalore,Dispatched
245,45364,49619,2,21606.07,15,18,36953.36,Bangalore,Dispatched
246,28522,12272,4,35094.29,10,18,5185.58,Delhi,Dispatched
247,3066,16187,5,2126.22,0,5,11008.64,Mumbai,Dispatched
248,3268,13914,5,24291.91,15,12,43205.9,Delhi,Dispatched
249,39579,30081,4,37374.78,15,18,33966.26,Bangalore,Dispatched
250,3508,11580,3,599.06,0,18,34061.95,Delhi,Dispatched
251,8795,43767,4,49809.38,5,12,49724.29,Delhi,Pending
252,42878,33982,3,26820.5,10,12,13922.83,Mumbai,Pending
253,30478,2238,2,22615.09,5,12,1067.56,Delhi,Pending
254,25462,27177,2,2971.91,15,5,49798.72,Bangalore,Dispatched
255,5551,3775,1,33524.38,5,18,18739.36,Delhi,Dispatched
256,41329,42515,2,30220.33,0,12,15948.82,Delhi,Pending
257,35889,16465,2,21912.29,10,12,41221.23,Delhi,Dispatched
258,23221,46791,4,26430.37,5,18,36111.16,Delhi,Dispatched
259,49787,37451,3,48691.02,10,5,11556.91,Delhi,Pending
260,10272,27200,4,46865.66,5,12,31424.1,Bangalore,Dispatched
261,35703,4854,5,36685.85,15,12,3804.63,Delhi,Dispatched
262,18264,18966,5,4409.74,10,12,365.87,Bangalore,Pending
263,32604,13482,4,39408.72,0,12,6040.59,Mumbai,Pending
264,10742,36566,5,6433.38,5,12,15934.17,Bangalore,Pending
265,22614,6465,3,3058.72,0,5,33055.97,Bangalore,Dispatched
266,22840,21969,2,33454.62,5,5,387.91,Delhi,Dispatched
267,25447,37215,4,298.56,15,18,12397.5,Bangalore,Pending
268,17415,12755,4,23391.95,0,12,16603.56,Delhi,Dispatched
269,5974,330,1,5639.89,0,5,18669.44,Mumbai,Dispatched
270,38130,18888,3,37929.8,0,12,611.56,Mumbai,Dispatched
271,34476,6159,1,29590.61,0,5,46277.99,Delhi,Dispatched
272,46521,30067,5,13945.35,5,5,6964.51,Mumbai,Dispatched
273,18692,44068,5,29888.56,15,12,30216.11,Bangalore,Pending
274,43082,34807,4,7220.14,10,18,44875.61,Bangalore,Pending
275,5658,36626,2,23897.39,5,12,2202.9,Bangalore,Pending
276,99,39114,2,2089.47,5,18,28540.18,Bangalore,Dispatched
277,22522,23343,1,9877.79,10,18,1982.43,Mumbai,Pending
278,19096,2504,5,19537.66,0,18,25290.58,Delhi,Dispatched
279,35238,25590,1,34227.35,10,18,17251.59,Mumbai,Dispatched
280,40500,38956,5,8833.82,15,5,41320.13,Mumbai,Pending
281,40213,37308,5,10915.67,5,12,18679.62,Bangalore,Pending
282,37468,17219,3,49922.16,15,12,32762.67,Bangalore,Pending
283,11024,32703,2,49968.99,15,5,48038.16,Mumbai,Pending
284,25445,14621,1,14775.86,5,5,44351.65,Bangalore,Dispatched
285,18317,38365,4,12183.4,10,18,33718.33,Mumbai,Dispatched
286,27483,20710,5,23254.35,5,12,9253.77,Bangalore,Pending
287,32200,27437,5,22699.98,0,12,27970.31,Delhi,Dispatched
288,13484,16480,4,45005.74,5,18,29192.47,Mumbai,Pending
289,288,1092,1,12032.23,10,12,2835.34,Mumbai,Pending
290,22800,1971,5,14810.18,5,18,40987.98,Bangalore,Pending
291,40107,28155,1,49439.64,15,5,27174.11,Delhi,Pending
292,7165,4843,2,47025.41,0,5,2031.23,Mumbai,Pending
293,17077,21757,4,41449.41,15,5,7945.26,Mumbai,Dispatched
294,28263,6702,4,17991.07,15,5,40331.04,Bangalore,Dispatched
295,44630,28091,3,31688.58,5,5,36570.98,Bangalore,Pending
296,31685,26023,4,13619.7,5,18,28934.75,Bangalore,Dispatched
297,20232,27806,5,44972.38,0,12,44876.04,Bangalore,Dispatched
298,28523,39179,1,29336.54,15,5,31490.04,Mumbai,Dispatched
299,20224,23415,1,41967.79,0,5,21941.09,Mumbai,Dispatched
300,15435,16235,1,48626.88,5,12,24749.55,Mumbai,Pending
301,29546,23079,3,10311.76,5,18,35789.51,Mumbai,Pending
302,28957,44971,3,24544.75,0,12,36674.47,Mumbai,Dispatched
303,28358,48625,2,29640.65,15,5,13823.54,Mumbai,Dispatched
304,32527,26325,3,44744.61,5,5,42393.06,Delhi,Pending
305,43057,37237,3,17511.18,10,12,7993.42,Delhi,Dispatched
306,7598,9736,3,31349.37,0,18,36039.57,Delhi,Dispatched
307,19699,38793,1,29178.98,15,12,37124.49,Delhi,Dispatched
308,33668,46719,3,24349.1,10,18,16619.71,Delhi,Dispatched
309,12309,2090,2,20678.83,0,18,25016.85,Mumbai,Pending
310,16524,46882,1,2739.23,15,5,44701.51,Bangalore,Pending
311,41906,15033,5,48608.25,5,18,42751.44,Bangalore,Dispatched
312,18010,28754,4,7529.55,5,12,21442.63,Mumbai,Pending
313,24636,18051,4,14063.39,10,5,28841.67,Mumbai,Pending
314,42576,36937,4,29774.42,0,12,3019.61,Mumbai,Pending
315,4651,35158,3,39648.78,10,18,39382.99,Mumbai,Pending
316,23668,20235,2,7664.7,0,12,17491.21,Delhi,Dispatched
317,24154,22508,2,41893.55,0,5,18026.44,Delhi,Pending
318,34104,25614,5,23429.03,10,18,15305.44,Mumbai,Dispatched
319,38378,4669,2,8947.7,10,18,26298.3,Bangalore,Dispatched
320,35555,21359,1,5073.04,15,5,15982.44,Bangalore,Pending
321,35750,26224,1,19916.1,5,5,13150.87,Delhi,Dispatched
322,38191,13393,3,12839.59,0,18,33872.48,Delhi,Dispatched
323,28847,12317,4,4651.02,0,12,11484.01,Mumbai,Pending
324,29698,27774,4,9287.24,0,18,35347.78,Delhi,Dispatched
325,21488,43928,1,40856.34,10,5,25541.43,Delhi,Pending
326,37628,49527,5,2857.18,15,18,11825.82,Delhi,Dispatched
327,21059,16999,2,2601.09,10,12,15850.07,Delhi,Dispatched
328,41672,26795,1,25654.84,15,12,372.16,Mumbai,Pending
329,29784,19265,1,17063.9,5,5,25416.08,Delhi,Dispatched
330,31693,13174,2,5774.67,15,12,2903.52,Delhi,Pending
331,25290,4732,2,11708.05,15,12,40389.86,Mumbai,Pending
332,17635,4119,5,36760.16,15,5,28909.67,Mumbai,Dispatched
333,9897,37939,2,24225.43,0,12,4585.63,Delhi,Dispatched
334,6610,36544,1,27194.98,0,12,15534.26,Delhi,Pending
335,10497,41783,3,28040.68,15,12,45031.67,Mumbai,Dispatched
336,28560,20288,1,26019.87,15,12,46315.63,Mumbai,Dispatched
337,14877,40806,3,32296.36,15,12,21095.94,Mumbai,Pending
338,8525,7508,3,32446.37,10,5,23895.69,Bangalore,Pending
339,32995,8192,2,49807.87,10,18,11302.77,Delhi,Pending
340,10529,32201,4,20957.68,0,18,40786.14,Mumbai,Pending
341,14556,22949,4,14973.79,5,12,3378.43,Bangalore,Pending
342,34142,43254,2,5122.1,10,12,7147.75,Mumbai,Pending
343,26969,33011,2,31194.35,5,12,33565.83,Bangalore,Pending
344,45533,26530,3,6785.45,15,18,16565.97,Mumbai,Dispatched
345,33083,44850,5,30038.86,0,18,49439.78,Mumbai,Pending
346,40597,28272,2,36953.65,0,18,42088.31,Bangalore,Pending
347,17603,23105,5,269.74,5,12,23860.2,Mumbai,Pending
348,33882,40497,5,14323.38,5,5,15615.34,Mumbai,Dispatched
349,36120,45362,2,24398.07,0,12,45641.41,Delhi,Pending
350,6209,38147,1,25501.45,15,12,27760.53,Mumbai,Pending
351,1671,24342,4,12891.67,5,12,24286.33,Bangalore,Pending
352,13581,28994,2,26838.34,0,12,3209.16,Mumbai,Pending
353,8492,13979,1,5087.91,0,5,49896.32,Bangalore,Pending
354,13666,47312,4,42481.2,15,5,14433.58,Bangalore,Pending
355,24849,13728,4,43037.14,15,12,34072.18,Bangalore,Pending
356,46590,25692,2,8463.02,0,5,2175.2,Mumbai,Dispatched
357,5664,35960,5,13437.21,0,12,29816.28,Mumbai,Pending
358,1312,29994,5,12919.98,0,12,21257.16,Mumbai,Dispatched
359,23575,31920,2,25384.17,15,12,10377.16,Mumbai,Dispatched
360,18643,22074,2,36210.5,0,18,44095.46,Mumbai,Pending
361,316,9379,5,9508.81,15,18,34818.78,Delhi,Pending
362,16174,44248,2,5219.38,10,5,42493.07,Mumbai,Pending
363,40699,35512,4,5535.03,15,18,46015.89,Bangalore,Pending
364,45248,6219,5,35045.99,0,12,23502.03,Delhi,Pending
365,43124,6474,1,17227.0,15,18,3882.06,Mumbai,Pending
366,3671,28561,4,4373.14,5,5,39594.17,Mumbai,Dispatched
367,39923,11569,1,33932.12,0,12,31050.31,Mumbai,Pending
368,18290,9330,5,11056.93,10,12,24727.34,Delhi,Dispatched
369,48304,42911,1,46266.36,15,12,3446.27,Mumbai,Pending
370,7434,6843,5,3727.36,0,12,42416.32,Delhi,Pending
371,2781,12469,4,47597.07,15,12,45133.87,Delhi,Dispatched
372,14375,41626,2,31580.07,15,12,11179.02,Bangalore,Dispatched
373,2144,14625,4,21843.16,0,18,32264.29,Bangalore,Dispatched
374,47583,4999,4,3488.3,5,12,26385.85,Delhi,Dispatched
375,45754,49824,2,5487.97,15,12,26019.41,Mumbai,Pending
376,38317,5811,3,29914.08,5,18,7391.8,Delhi,Dispatched
377,14709,44865,1,46993.58,10,5,2307.52,Mumbai,Pending
378,24243,41806,5,28118.48,10,18,31135.34,Bangalore,Dispatched
379,36016,29013,2,43010.13,15,5,17081.49,Delhi,Dispatched
380,38397,8885,1,44062.84,5,18,6885.59,Bangalore,Dispatched
381,27492,47420,1,26023.14,15,5,20990.18,Delhi,Dispatched
382,2790,696,2,42743.53,15,18,28730.15,Delhi,Dispatched
383,2958,12504,3,18739.99,0,12,28759.18,Bangalore,Dispatched
384,23058,26026,3,12116.79,10,5,47578.57,Mumbai,Pending
385,10062,31463,1,16348.57,15,12,47280.72,Bangalore,Pending
386,14125,28829,5,13818.05,0,5,9138.02,Bangalore,Pending
387,32072,11366,4,39231.89,10,18,14143.37,Mumbai,Pending
388,34301,24954,5,22926.94,15,18,18994.52,Bangalore,Dispatched
389,8203,2830,2,49417.29,5,18,42567.73,Mumbai,Dispatched
390,21645,26435,3,28844.97,5,12,24076.12,Mumbai,Dispatched
391,28727,13621,5,39927.32,5,18,47959.73,Mumbai,Dispatched
392,45249,3414,5,14886.67,0,18,37805.63,Mumbai,Pending
393,40944,25626,2,26394.84,15,18,13640.36,Mumbai,Pending
394,16668,17306,5,3811.61,5,5,1334.78,Bangalore,Dispatched
395,17249,4622,1,19691.65,15,5,46118.87,Bangalore,Pending
396,18583,28279,2,22627.07,15,12,43624.83,Bangalore,Dispatched
397,38611,35616,2,4804.22,10,5,19732.29,Mumbai,Dispatched
398,26787,1170,4,13030.7,15,5,27957.97,Delhi,Pending
399,47242,20762,3,18394.44,15,18,24158.74,Mumbai,Dispatched
400,13847,22024,2,31320.52,5,5,20899.7,Delhi,Dispatched
401,11315,9964,1,44285.86,10,12,3262.23,Delhi,Pending
